ground_truth_id,evaluation_split,cluster_id_1,cluster_id_2,identity_records_in_cluster_1,identity_records_in_cluster_2,true_record_pair_opportunities,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,candidate_generated,evaluated_cluster_id_1,evaluated_cluster_id_2,weighted_similarity_score,evidence_coverage,sufficient_support,static_conflict,selected_decision,selected_reason,selected_automatic_threshold,selected_minimum_coverage,false_negative_reason
GT001673,evaluation,DCL003662,DCL009622,14,1,14,14,1,B04,Email domain and local-part prefix,1,True,ECL003662,ECL009575,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT001681,evaluation,DCL007625,DCL010232,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL007625,ECL010156,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT001688,calibration,DCL004510,DCL009652,7,1,7,,,,,,False,ECL004510,ECL009601,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001694,calibration,DCL003706,DCL010490,8,1,8,,,,,,False,ECL003706,ECL010401,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001699,calibration,DCL005755,DCL010738,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL005755,ECL010635,0.9872,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT001711,evaluation,DCL001103,DCL010055,6,1,6,,,,,,False,ECL001103,ECL009987,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001716,calibration,DCL003114,DCL010134,4,1,4,,,,,,False,ECL003114,ECL010063,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001750,calibration,DCL008782,DCL010120,3,1,3,,,,,,False,ECL008757,ECL010050,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001762,calibration,DCL003524,DCL010022,9,1,9,,,,,,False,ECL003524,ECL009955,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001792,calibration,DCL010172,DCL010612,1,1,1,,,,,,False,ECL010098,ECL010517,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001820,evaluation,DCL001772,DCL010517,11,1,11,11,1,B04,Email domain and local-part prefix,1,True,ECL001772,ECL010426,0.9739,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT001821,calibration,DCL005719,DCL009998,4,1,4,,,,,,False,ECL005719,ECL009932,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001830,evaluation,DCL001747,DCL010110,2,1,2,,,,,,False,ECL001747,ECL010041,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001854,calibration,DCL005099,DCL010126,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL005099,ECL010055,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT001861,evaluation,DCL002024,DCL009715,4,1,4,,,,,,False,ECL002024,ECL009662,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001878,calibration,DCL004319,DCL008062,5,1,5,5,1,B01 | B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,3,True,ECL004319,ECL008058,0.8606,0.95,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT001906,evaluation,DCL003667,DCL010049,5,1,5,,,,,,False,ECL003667,ECL009981,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001928,calibration,DCL001832,DCL009727,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL001832,ECL009672,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT001955,calibration,DCL008226,DCL008909,1,6,6,1,6,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,True,ECL008218,ECL008881,0.9556,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT001956,calibration,DCL003341,DCL010632,3,1,3,,,,,,False,ECL003341,ECL010536,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001970,evaluation,DCL006859,DCL010062,5,1,5,,,,,,False,ECL006859,ECL009994,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001971,calibration,DCL004501,DCL009980,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL004501,ECL009916,0.9056,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT001978,calibration,DCL000860,DCL009934,3,1,3,,,,,,False,ECL000860,ECL009871,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT001988,evaluation,DCL003933,DCL010748,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL003933,ECL010645,1.0,0.2,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT002006,evaluation,DCL000499,DCL009658,11,1,11,,,,,,False,ECL000499,ECL009607,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002045,calibration,DCL007517,DCL010165,4,1,4,,,,,,False,ECL007517,ECL010092,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002049,evaluation,DCL009407,DCL010689,2,2,4,,,,,,False,ECL009363,ECL010591,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002059,calibration,DCL004913,DCL009695,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL004913,ECL009642,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT002061,calibration,DCL006416,DCL010355,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL006416,ECL010273,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT002089,calibration,DCL008544,DCL009793,2,1,2,,,,,,False,ECL008529,ECL009737,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002091,calibration,DCL009526,DCL010499,2,1,2,,,,,,False,ECL009482,ECL010409,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002097,evaluation,DCL002390,DCL010097,9,1,9,,,,,,False,ECL002390,ECL010028,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002099,calibration,DCL002827,DCL010461,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL002827,ECL010372,0.9636,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002134,calibration,DCL000538,DCL010635,13,2,26,,,,,,False,ECL000538,ECL010539,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002157,calibration,DCL004751,DCL009556,8,1,8,,,,,,False,ECL004751,ECL009512,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002158,calibration,DCL009779,DCL010013,4,1,4,,,,,,False,ECL009723,ECL009947,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002161,evaluation,DCL009859,DCL010669,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL009797,ECL010572,0.9789,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002163,evaluation,DCL004574,DCL010589,9,1,9,9,1,B04,Email domain and local-part prefix,1,True,ECL004574,ECL010495,0.9667,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002163,evaluation,DCL004574,DCL010661,9,1,9,9,1,B04,Email domain and local-part prefix,1,True,ECL004574,ECL010564,0.976,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002163,evaluation,DCL010589,DCL010661,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL010495,ECL010564,0.9427,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002180,calibration,DCL006793,DCL010519,10,1,10,10,1,B04,Email domain and local-part prefix,1,True,ECL006793,ECL010428,0.9867,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002195,calibration,DCL003636,DCL010078,2,1,2,,,,,,False,ECL003636,ECL010009,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002202,evaluation,DCL001746,DCL010224,4,1,4,,,,,,False,ECL001746,ECL010148,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002227,calibration,DCL008760,DCL010572,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL008735,ECL010480,0.96,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002245,calibration,DCL001556,DCL010399,10,1,10,,,,,,False,ECL001556,ECL010313,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002291,evaluation,DCL008840,DCL009875,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL008814,ECL009813,0.96,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002302,calibration,DCL000044,DCL010409,4,1,4,,,,,,False,ECL000044,ECL010323,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002308,evaluation,DCL003429,DCL010286,3,1,3,,,,,,False,ECL003429,ECL010208,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002316,calibration,DCL000865,DCL010074,2,1,2,,,,,,False,ECL000865,ECL010006,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002316,calibration,DCL000865,DCL010685,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL000865,ECL010587,0.9882,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002316,calibration,DCL010074,DCL010685,1,1,1,,,,,,False,ECL010006,ECL010587,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002322,calibration,DCL003439,DCL010420,8,1,8,,,,,,False,ECL003439,ECL010332,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002338,calibration,DCL010241,DCL010563,1,1,1,,,,,,False,ECL010165,ECL010471,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002347,calibration,DCL003428,DCL010713,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL003428,ECL010612,0.9867,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002357,calibration,DCL000161,DCL010646,2,1,2,,,,,,False,ECL000161,ECL010550,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002361,calibration,DCL000119,DCL009923,10,1,10,10,1,B04,Email domain and local-part prefix,1,True,ECL000119,ECL009860,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT002377,calibration,DCL001297,DCL010007,7,1,7,,,,,,False,ECL001297,ECL009941,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002398,calibration,DCL002436,DCL009691,11,1,11,,,,,,False,ECL002436,ECL009638,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002401,calibration,DCL008228,DCL009953,1,1,1,,,,,,False,ECL008220,ECL009889,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002434,evaluation,DCL008063,DCL009773,7,1,7,,,,,,False,ECL008059,ECL009717,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002462,evaluation,DCL005173,DCL010630,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL005173,ECL010534,0.96,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002487,evaluation,DCL001662,DCL009915,5,1,5,,,,,,False,ECL001662,ECL009852,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002488,calibration,DCL005983,DCL010547,5,1,5,,,,,,False,ECL005983,ECL010455,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002531,calibration,DCL007939,DCL010025,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL007935,ECL009958,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT002535,calibration,DCL003921,DCL010747,5,1,5,,,,,,False,ECL003921,ECL010644,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002586,evaluation,DCL001369,DCL010745,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL001369,ECL010642,0.9882,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002602,evaluation,DCL007608,DCL010466,4,1,4,,,,,,False,ECL007608,ECL010377,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002604,calibration,DCL001180,DCL009373,1,2,2,1,2,B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code,2,True,ECL001180,ECL009329,0.8753,0.55,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT002629,calibration,DCL004962,DCL010026,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL004962,ECL009959,0.903,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT002634,calibration,DCL008437,DCL009993,1,1,1,,,,,,False,ECL008426,ECL009928,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002635,calibration,DCL007878,DCL008227,2,1,2,2,1,B02,Surname initial and postcode outward code,1,True,ECL007876,ECL008219,0.8368,0.6,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT002637,calibration,DCL004225,DCL010236,2,1,2,,,,,,False,ECL004225,ECL010160,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002638,calibration,DCL000649,DCL010184,9,1,9,,,,,,False,ECL000649,ECL010110,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002639,evaluation,DCL004218,DCL010688,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL004218,ECL010590,0.975,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002655,evaluation,DCL000386,DCL010651,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL000386,ECL010555,0.9556,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002663,evaluation,DCL006624,DCL010449,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL006624,ECL010360,0.9733,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002672,calibration,DCL001636,DCL010072,9,1,9,,,,,,False,ECL001636,ECL010004,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002675,calibration,DCL001573,DCL007901,3,2,6,3,2,B05,First-name initial and exact postcode,1,True,ECL001573,ECL007899,0.8626,0.95,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT002684,calibration,DCL004838,DCL009866,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL004838,ECL009804,0.981,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002729,calibration,DCL005124,DCL009642,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL005124,ECL009592,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT002737,evaluation,DCL006028,DCL010687,15,1,15,,,,,,False,ECL006028,ECL010589,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002755,calibration,DCL009799,DCL010544,1,2,2,,,,,,False,ECL009743,ECL010452,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002765,evaluation,DCL003223,DCL010432,4,1,4,,,,,,False,ECL003223,ECL010343,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002791,calibration,DCL002863,DCL009900,4,1,4,,,,,,False,ECL002863,ECL009838,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002795,evaluation,DCL002239,DCL010743,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL002239,ECL010640,1.0,0.2,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT002798,calibration,DCL009830,DCL010552,1,2,2,,,,,,False,ECL009771,ECL010460,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002803,calibration,DCL005148,DCL009707,7,1,7,,,,,,False,ECL005148,ECL009654,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002805,evaluation,DCL008578,DCL010238,2,2,4,,,,,,False,ECL008562,ECL010162,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002808,calibration,DCL004308,DCL009846,10,1,10,,,,,,False,ECL004308,ECL009785,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002810,calibration,DCL010628,DCL010680,1,2,2,,,,,,False,ECL010532,ECL010582,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002839,calibration,DCL008555,DCL010523,6,1,6,,,,,,False,ECL008540,ECL010432,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002846,calibration,DCL005209,DCL010578,7,1,7,,,,,,False,ECL005209,ECL010484,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002850,calibration,DCL001821,DCL009937,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL001821,ECL009874,0.9074,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT002855,calibration,DCL009913,DCL010174,1,3,3,,,,,,False,ECL009850,ECL010100,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002885,calibration,DCL009136,DCL010218,3,1,3,,,,,,False,ECL009101,ECL010142,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002899,evaluation,DCL006550,DCL010271,4,1,4,,,,,,False,ECL006550,ECL010193,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002914,calibration,DCL001499,DCL010608,13,1,13,13,1,B04,Email domain and local-part prefix,1,True,ECL001499,ECL010514,0.984,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT002921,calibration,DCL001909,DCL009924,6,1,6,,,,,,False,ECL001909,ECL009861,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002939,calibration,DCL000888,DCL009836,2,1,2,,,,,,False,ECL000888,ECL009776,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002960,calibration,DCL001712,DCL009889,4,1,4,,,,,,False,ECL001712,ECL009827,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002971,calibration,DCL009069,DCL010662,3,1,3,,,,,,False,ECL009035,ECL010565,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT002990,calibration,DCL003208,DCL010629,2,1,2,,,,,,False,ECL003208,ECL010533,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003020,calibration,DCL002954,DCL010273,3,1,3,,,,,,False,ECL002954,ECL010195,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003051,calibration,DCL003248,DCL009723,2,1,2,,,,,,False,ECL003248,ECL009669,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003078,evaluation,DCL010470,DCL010733,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL010381,ECL010631,0.9867,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003110,evaluation,DCL000583,DCL010518,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL000583,ECL010427,0.9765,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003117,calibration,DCL005513,DCL010176,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL005513,ECL010102,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003126,evaluation,DCL001190,DCL010069,3,1,3,,,,,,False,ECL001190,ECL010001,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003129,evaluation,DCL005702,DCL010335,5,1,5,,,,,,False,ECL005702,ECL010253,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003131,calibration,DCL007100,DCL010019,9,1,9,,,,,,False,ECL007100,ECL009952,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003144,calibration,DCL000569,DCL010631,4,1,4,,,,,,False,ECL000569,ECL010535,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003153,evaluation,DCL004068,DCL010558,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL004068,ECL010466,1.0,0.2,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003160,calibration,DCL002190,DCL010283,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL002190,ECL010205,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003173,evaluation,DCL006290,DCL009849,6,1,6,,,,,,False,ECL006290,ECL009788,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003173,evaluation,DCL009724,DCL009849,1,1,1,,,,,,False,ECL006290,ECL009788,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003219,evaluation,DCL007054,DCL007934,4,1,4,4,1,B02 | B05,First-name initial and exact postcode | Surname initial and postcode outward code,2,True,ECL007054,ECL007930,0.9737,0.4,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003220,calibration,DCL001089,DCL010459,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL001089,ECL010370,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003251,calibration,DCL004349,DCL009862,4,1,4,,,,,,False,ECL004349,ECL009800,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003262,calibration,DCL005084,DCL009712,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL005084,ECL009659,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003265,calibration,DCL001860,DCL009802,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL001860,ECL009746,0.8915,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT003287,calibration,DCL007060,DCL010067,8,1,8,,,,,,False,ECL007060,ECL009999,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003307,evaluation,DCL008822,DCL010537,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL008796,ECL010446,0.975,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003315,calibration,DCL002562,DCL010264,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL002562,ECL010187,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003316,evaluation,DCL005056,DCL010374,2,1,2,,,,,,False,ECL005056,ECL010290,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003330,calibration,DCL008294,DCL009838,7,1,7,,,,,,False,ECL008285,ECL009778,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003333,evaluation,DCL007808,DCL009837,6,1,6,,,,,,False,ECL007808,ECL009777,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003333,evaluation,DCL007808,DCL009969,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL007808,ECL009905,0.9318,0.4,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003333,evaluation,DCL009837,DCL009969,1,1,1,,,,,,False,ECL009777,ECL009905,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003344,calibration,DCL006648,DCL010153,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL006648,ECL010080,0.8409,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT003356,calibration,DCL000424,DCL009904,4,1,4,,,,,,False,ECL000424,ECL009842,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003369,calibration,DCL007804,DCL010298,6,1,6,,,,,,False,ECL007804,ECL010219,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003381,evaluation,DCL000735,DCL010740,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL000735,ECL010637,0.88,0.5,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT003384,calibration,DCL006763,DCL009872,1,1,1,,,,,,False,ECL006763,ECL009810,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003386,calibration,DCL002628,DCL009814,2,1,2,,,,,,False,ECL002628,ECL009757,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003399,calibration,DCL001172,DCL009847,3,1,3,,,,,,False,ECL001172,ECL009786,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003400,calibration,DCL005008,DCL008535,1,3,3,1,3,B02 | B04,Email domain and local-part prefix | Surname initial and postcode outward code,2,True,ECL005008,ECL008520,0.9852,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003408,evaluation,DCL002079,DCL010127,5,1,5,,,,,,False,ECL002079,ECL010056,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003420,calibration,DCL007226,DCL010668,11,1,11,11,1,B04,Email domain and local-part prefix,1,True,ECL007226,ECL010571,0.9714,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003460,calibration,DCL007755,DCL009648,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL007755,ECL009598,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003463,calibration,DCL006772,DCL009852,4,1,4,,,,,,False,ECL006772,ECL009790,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003465,calibration,DCL004166,DCL009569,3,1,3,,,,,,False,ECL004166,ECL009525,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003467,evaluation,DCL000773,DCL010620,1,2,2,,,,,,False,ECL000773,ECL010524,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003472,evaluation,DCL005117,DCL010229,5,1,5,,,,,,False,ECL005117,ECL010153,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003479,evaluation,DCL009808,DCL010583,2,1,2,,,,,,False,ECL009752,ECL010489,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003481,evaluation,DCL002741,DCL010180,8,1,8,,,,,,False,ECL002741,ECL010106,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003493,calibration,DCL001736,DCL010637,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL001736,ECL010541,0.9714,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003505,evaluation,DCL004536,DCL010345,2,1,2,,,,,,False,ECL004536,ECL010263,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003510,calibration,DCL006223,DCL010531,11,1,11,,,,,,False,ECL006223,ECL010440,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003547,evaluation,DCL008852,DCL010348,3,1,3,,,,,,False,ECL008825,ECL010266,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003584,calibration,DCL004015,DCL010642,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL004015,ECL010546,0.9878,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003593,evaluation,DCL004686,DCL009939,2,1,2,,,,,,False,ECL004686,ECL009876,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003626,calibration,DCL004500,DCL009810,4,1,4,,,,,,False,ECL004500,ECL009753,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003667,calibration,DCL005489,DCL010521,15,1,15,,,,,,False,ECL005489,ECL010430,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003684,calibration,DCL004126,DCL010191,11,2,22,,,,,,False,ECL004126,ECL010117,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003725,evaluation,DCL006335,DCL009857,3,1,3,,,,,,False,ECL006335,ECL009795,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
