cluster_id_1,cluster_id_2,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,record_pairs_compared,record_id_1,source_system_1,source_record_id_1,record_id_2,source_system_2,source_record_id_2,email_available,email_similarity,phone_available,phone_similarity,name_available,name_similarity,address_available,address_similarity,postcode_available,postcode_similarity,date_of_birth_available,date_of_birth_similarity,weighted_similarity_score,evidence_coverage,strong_identifiers,supporting_features,corroborating_features,supporting_feature_count,corroborating_feature_count,static_conflict,preliminary_decision,preliminary_reason,final_decision,final_reason,merge_performed,probabilistic_cluster_id_1,probabilistic_cluster_id_2
DCL001514,DCL008160,5,4,B04,Email domain and local-part prefix,1,20,STG025461,MARKETING,MKT004159,STG077773,SUPPORT,SUP004471,True,0.8163,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7565,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001514,PCL008123
DCL001514,DCL009481,5,1,B04,Email domain and local-part prefix,1,5,STG022570,MARKETING,MKT001268,STG021063,ECOMMERCE,TXN013063,True,0.9231,False,0.0,True,0.8667,False,0.0,True,0.5,False,0.0,0.8338,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001514,PCL009287
DCL001516,DCL009384,14,3,B04,Email domain and local-part prefix,1,42,STG031930,MARKETING,MKT010628,STG076981,SUPPORT,SUP003679,True,0.8261,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7623,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001516,PCL009197
DCL001522,DCL008559,9,7,B04,Email domain and local-part prefix,1,63,STG025301,MARKETING,MKT003999,STG077931,SUPPORT,SUP004629,True,0.8444,False,0.0,True,0.6957,False,0.0,False,0.0,False,0.0,0.7849,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001522,PCL008482
DCL001523,DCL008330,10,2,B04,Email domain and local-part prefix,1,20,STG026258,MARKETING,MKT004956,STG077405,SUPPORT,SUP004103,True,0.84,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7707,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001523,PCL008278
DCL001524,DCL009699,6,1,B04,Email domain and local-part prefix,1,6,STG074335,SUPPORT,SUP001033,STG022983,MARKETING,MKT001681,True,0.7907,False,0.0,True,0.6,False,0.0,False,0.0,False,0.0,0.7144,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001524,PCL009472
DCL001526,DCL008101,4,7,B04,Email domain and local-part prefix,1,28,STG031527,MARKETING,MKT010225,STG074571,SUPPORT,SUP001269,True,0.8,False,0.0,True,0.6429,False,0.0,False,0.0,False,0.0,0.7371,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001526,PCL008068
DCL001527,DCL010353,6,1,B04,Email domain and local-part prefix,1,6,STG026756,MARKETING,MKT005454,STG031234,MARKETING,MKT009932,True,0.8163,False,0.0,True,0.6087,False,0.0,True,0.6,False,0.0,0.7111,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001527,PCL010027
DCL001528,DCL007906,10,3,B04,Email domain and local-part prefix,1,30,STG022104,MARKETING,MKT000802,STG074469,SUPPORT,SUP001167,True,0.8205,False,0.0,True,0.5882,False,0.0,False,0.0,False,0.0,0.7276,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001528,PCL007896
DCL001529,DCL008498,12,4,B04,Email domain and local-part prefix,1,48,STG013712,ECOMMERCE,TXN005712,STG024987,MARKETING,MKT003685,True,0.9048,False,0.0,True,0.8,False,0.0,True,0.3333,False,0.0,0.7746,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001529,PCL008427
DCL001529,DCL009037,12,4,B04,Email domain and local-part prefix,1,48,STG013712,ECOMMERCE,TXN005712,STG022789,MARKETING,MKT001487,True,0.8444,False,0.0,False,0.0,False,0.0,True,0.3077,False,0.0,0.7103,0.4,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001529,PCL008895
DCL001529,DCL010511,12,1,B04,Email domain and local-part prefix,1,12,STG032458,MARKETING,MKT011156,STG073336,SUPPORT,SUP000034,True,0.7917,False,0.0,True,0.6154,False,0.0,False,0.0,False,0.0,0.7212,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001529,PCL002070
DCL001532,DCL007921,16,4,B04,Email domain and local-part prefix,1,64,STG075917,SUPPORT,SUP002615,STG015516,ECOMMERCE,TXN007516,True,0.807,False,0.0,True,0.6452,False,0.0,False,0.0,False,0.0,0.7423,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001532,PCL007909
DCL001532,DCL008474,16,3,B04,Email domain and local-part prefix,1,48,STG075917,SUPPORT,SUP002615,STG074032,SUPPORT,SUP000730,True,0.8214,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7595,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001532,PCL008405
DCL001532,DCL008996,16,5,B04,Email domain and local-part prefix,1,80,STG030785,MARKETING,MKT009483,STG076765,SUPPORT,SUP003463,True,0.8,False,0.0,True,0.6923,False,0.0,False,0.0,False,0.0,0.7569,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001532,PCL008862
DCL001532,DCL009317,16,3,B04,Email domain and local-part prefix,1,48,STG075917,SUPPORT,SUP002615,STG031469,MARKETING,MKT010167,True,0.807,False,0.0,True,0.6452,False,0.0,False,0.0,False,0.0,0.7423,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001532,PCL009143
DCL001532,DCL009698,16,1,B04,Email domain and local-part prefix,1,16,STG075917,SUPPORT,SUP002615,STG022973,MARKETING,MKT001671,True,0.8627,False,0.0,True,0.72,False,0.0,False,0.0,False,0.0,0.8056,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001532,PCL009471
DCL001532,DCL010475,16,1,B04,Email domain and local-part prefix,1,16,STG075917,SUPPORT,SUP002615,STG032945,MARKETING,MKT011643,True,0.8148,False,0.0,True,0.6429,False,0.0,False,0.0,False,0.0,0.746,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001532,PCL010127
DCL001532,DCL010480,16,1,B04,Email domain and local-part prefix,1,16,STG075917,SUPPORT,SUP002615,STG032992,MARKETING,MKT011690,True,0.8571,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.781,0.5,email,email,,1,0,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001532,PCL010131
DCL001534,DCL008686,3,4,B04,Email domain and local-part prefix,1,12,STG027844,MARKETING,MKT006542,STG074248,SUPPORT,SUP000946,True,0.8293,False,0.0,True,0.6316,False,0.0,False,0.0,False,0.0,0.7502,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001534,PCL008590
DCL001535,DCL008553,6,3,B04,Email domain and local-part prefix,1,18,STG025790,MARKETING,MKT004488,STG076696,SUPPORT,SUP003394,True,0.84,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7707,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001535,PCL007574
DCL001535,DCL008963,6,2,B02,Surname initial and postcode outward code,1,12,STG025790,MARKETING,MKT004488,STG023173,MARKETING,MKT001871,True,0.7755,False,0.0,True,0.6667,False,0.0,True,0.6,False,0.0,0.71,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001535,PCL008830
DCL001535,DCL009770,6,2,B04,Email domain and local-part prefix,1,12,STG025790,MARKETING,MKT004488,STG074407,SUPPORT,SUP001105,True,0.8235,False,0.0,True,0.64,False,0.0,False,0.0,False,0.0,0.7501,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001535,PCL009531
DCL001536,DCL009332,4,4,B04,Email domain and local-part prefix,1,16,STG027684,MARKETING,MKT006382,STG032316,MARKETING,MKT011014,True,0.8696,False,0.0,True,0.75,False,0.0,True,0.3333,False,0.0,0.7403,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001536,PCL009156
DCL001537,DCL008555,4,6,B04,Email domain and local-part prefix,1,24,STG023765,MARKETING,MKT002463,STG075164,SUPPORT,SUP001862,True,0.8571,False,0.0,True,0.7,False,0.0,False,0.0,False,0.0,0.7943,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001537,PCL008478
DCL001540,DCL007906,2,3,B04,Email domain and local-part prefix,1,6,STG014355,ECOMMERCE,TXN006355,STG074469,SUPPORT,SUP001167,True,0.8,False,0.0,True,0.5556,False,0.0,False,0.0,False,0.0,0.7022,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001540,PCL007896
DCL001544,DCL009959,3,1,B04,Email domain and local-part prefix,1,3,STG078145,SUPPORT,SUP004843,STG026257,MARKETING,MKT004955,True,0.8163,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7333,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001544,PCL002861
DCL001544,DCL010273,3,1,B04,Email domain and local-part prefix,1,3,STG078145,SUPPORT,SUP004843,STG030255,MARKETING,MKT008953,True,0.76,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.76,0.3,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001544,PCL009959
DCL001549,DCL008259,10,4,B04,Email domain and local-part prefix,1,40,STG076837,SUPPORT,SUP003535,STG029434,MARKETING,MKT008132,True,0.8421,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.8421,0.3,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001549,PCL008215
DCL001549,DCL008909,10,6,B04,Email domain and local-part prefix,1,60,STG076837,SUPPORT,SUP003535,STG025281,MARKETING,MKT003979,True,0.8421,False,0.0,True,0.625,False,0.0,False,0.0,False,0.0,0.7553,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001549,PCL008781
DCL001550,DCL008679,4,3,B02,Surname initial and postcode outward code,1,12,STG001550,CRM,CRM001550,STG031043,MARKETING,MKT009741,True,0.7442,False,0.0,True,0.8421,False,0.0,True,0.6,False,0.0,0.7528,0.6,,name,email | name,1,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001550,PCL008584
DCL001550,DCL009659,4,1,B04,Email domain and local-part prefix,1,4,STG028218,MARKETING,MKT006916,STG022590,MARKETING,MKT001288,True,0.85,False,0.0,True,0.6667,False,0.0,True,0.3636,False,0.0,0.7078,0.6,email,email,,1,0,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001550,PCL009441
DCL001551,DCL010111,8,4,B04,Email domain and local-part prefix,1,32,STG033110,MARKETING,MKT011808,STG075022,SUPPORT,SUP001720,True,0.8,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7235,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001551,PCL009815
DCL001552,DCL008252,5,7,B04,Email domain and local-part prefix,1,35,STG032284,MARKETING,MKT010982,STG025996,MARKETING,MKT004694,True,0.88,False,0.0,True,0.75,False,0.0,True,0.2222,False,0.0,0.727,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001552,PCL008208
DCL001552,DCL009055,5,1,B04,Email domain and local-part prefix,1,5,STG032284,MARKETING,MKT010982,STG018222,ECOMMERCE,TXN010222,True,0.8261,False,0.0,True,0.7,False,0.0,True,0.3636,False,0.0,0.707,0.6,,email,email | name,1,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001552,PCL007477
DCL001553,DCL009638,4,2,B04,Email domain and local-part prefix,1,8,STG025742,MARKETING,MKT004440,STG073946,SUPPORT,SUP000644,True,0.8814,False,0.0,True,0.7879,False,0.0,False,0.0,False,0.0,0.844,0.5,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001553,PCL009423
DCL001554,DCL010436,5,2,B04,Email domain and local-part prefix,1,10,STG075549,SUPPORT,SUP002247,STG032562,MARKETING,MKT011260,True,0.8182,False,0.0,True,0.7273,False,0.0,False,0.0,False,0.0,0.7818,0.5,,email,email | name,1,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001554,PCL010093
DCL001556,DCL007939,10,4,B04,Email domain and local-part prefix,1,40,STG026582,MARKETING,MKT005280,STG073558,SUPPORT,SUP000256,True,0.8085,False,0.0,True,0.64,False,0.0,False,0.0,False,0.0,0.7411,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001556,PCL001250
DCL001557,DCL007991,2,8,B04,Email domain and local-part prefix,1,16,STG001557,CRM,CRM001557,STG032552,MARKETING,MKT011250,True,0.7907,False,0.0,True,0.5714,False,0.0,False,0.0,False,0.0,0.703,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001557,PCL007973
DCL001560,DCL008210,7,4,B04,Email domain and local-part prefix,1,28,STG026815,MARKETING,MKT005513,STG074517,SUPPORT,SUP001215,True,0.8261,False,0.0,True,0.6,False,0.0,False,0.0,False,0.0,0.7357,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001560,PCL008170
DCL001562,DCL008327,12,3,B04,Email domain and local-part prefix,1,36,STG077934,SUPPORT,SUP004632,STG023280,MARKETING,MKT001978,True,0.8261,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7623,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001562,PCL008275
DCL001562,DCL010611,12,1,B04,Email domain and local-part prefix,1,12,STG025812,MARKETING,MKT004510,STG075336,SUPPORT,SUP002034,True,0.8511,False,0.0,True,0.6923,False,0.0,False,0.0,False,0.0,0.7876,0.5,email,email,,1,0,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001562,PCL001348
DCL001564,DCL008112,4,4,B04,Email domain and local-part prefix,1,16,STG075381,SUPPORT,SUP002079,STG025721,MARKETING,MKT004419,True,0.7619,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.7619,0.3,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001564,PCL008078
DCL001570,DCL008774,4,4,B04,Email domain and local-part prefix,1,16,STG022869,MARKETING,MKT001567,STG076476,SUPPORT,SUP003174,True,0.8095,False,0.0,True,0.6,False,0.0,False,0.0,False,0.0,0.7257,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001570,PCL008666
DCL001573,DCL010162,3,1,B04,Email domain and local-part prefix,1,3,STG023693,MARKETING,MKT002391,STG028737,MARKETING,MKT007435,True,0.8182,False,0.0,True,0.6364,False,0.0,True,0.5,False,0.0,0.7045,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001573,PCL001568
DCL001574,DCL010005,1,1,B04,Email domain and local-part prefix,1,1,STG001574,CRM,CRM001574,STG026771,MARKETING,MKT005469,True,0.8929,False,0.0,False,0.0,False,0.0,True,0.2857,False,0.0,0.7411,0.4,email,email,,1,0,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001574,PCL009722
DCL001575,DCL004114,4,3,B06,Birth year and surname prefix,1,12,STG027268,MARKETING,MKT005966,STG028180,MARKETING,MKT006878,True,0.8936,False,0.0,True,0.7619,False,0.0,True,0.3077,False,0.0,0.7521,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001575,PCL004114
DCL001575,DCL008339,4,2,B04,Email domain and local-part prefix,1,8,STG027268,MARKETING,MKT005966,STG076710,SUPPORT,SUP003408,True,0.8696,False,0.0,True,0.7,False,0.0,False,0.0,False,0.0,0.8017,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001575,PCL008286
DCL001577,DCL010339,12,1,B04,Email domain and local-part prefix,1,12,STG032518,MARKETING,MKT011216,STG031042,MARKETING,MKT009740,True,1.0,False,0.0,False,0.0,False,0.0,True,0.6,False,0.0,0.9,0.4,email,email,,1,0,False,review,Automatic score reached but evidence coverage is low,review,Automatic score reached but evidence coverage is low,False,PCL001577,PCL010016
DCL001579,DCL008957,6,3,B04,Email domain and local-part prefix,1,18,STG001579,CRM,CRM001579,STG022255,MARKETING,MKT000953,True,0.7826,False,0.0,True,0.5833,False,0.0,False,0.0,False,0.0,0.7029,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001579,PCL008824
DCL001581,DCL008219,9,5,B04,Email domain and local-part prefix,1,45,STG022119,MARKETING,MKT000817,STG025318,MARKETING,MKT004016,True,0.8889,False,0.0,True,0.7368,False,0.0,True,0.2857,False,0.0,0.7377,0.6,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001581,PCL008178
DCL001583,DCL008791,12,2,B04,Email domain and local-part prefix,1,24,STG025799,MARKETING,MKT004497,STG025932,MARKETING,MKT004630,True,0.8846,False,0.0,True,0.7692,False,0.0,True,0.1667,False,0.0,0.7265,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001583,PCL008682
DCL001583,DCL009488,12,3,B04,Email domain and local-part prefix,1,36,STG022031,MARKETING,MKT000729,STG033259,MARKETING,MKT011957,True,0.8511,False,0.0,True,0.7692,False,0.0,True,0.1818,False,0.0,0.7122,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001583,PCL009293
DCL001586,DCL008743,5,6,B04,Email domain and local-part prefix,1,30,STG021205,ECOMMERCE,TXN013205,STG075030,SUPPORT,SUP001728,True,0.8837,False,0.0,True,0.7619,False,0.0,False,0.0,False,0.0,0.835,0.5,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001586,PCL008639
DCL001587,DCL008095,8,4,B04,Email domain and local-part prefix,1,32,STG012064,ECOMMERCE,TXN004064,STG022555,MARKETING,MKT001253,True,0.8571,False,0.0,True,0.7407,False,0.0,True,0.1667,False,0.0,0.7033,0.6,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001587,PCL008063
DCL001587,DCL008766,8,4,B04,Email domain and local-part prefix,1,32,STG012064,ECOMMERCE,TXN004064,STG021446,MARKETING,MKT000144,True,0.875,False,0.0,True,0.7692,False,0.0,True,0.3636,False,0.0,0.7545,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001587,PCL008063
DCL001590,DCL008541,8,9,B04,Email domain and local-part prefix,1,72,STG024476,MARKETING,MKT003174,STG075258,SUPPORT,SUP001956,True,0.8636,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7848,0.5,email,email,,1,0,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001590,PCL008465
DCL001591,DCL008424,14,6,B04,Email domain and local-part prefix,1,84,STG077363,SUPPORT,SUP004061,STG031332,MARKETING,MKT010030,True,0.8163,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7333,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001591,PCL008362
DCL001591,DCL009381,14,7,B04,Email domain and local-part prefix,1,98,STG077363,SUPPORT,SUP004061,STG077455,SUPPORT,SUP004153,True,0.8163,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7333,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001591,PCL009194
DCL001591,DCL010443,14,2,B04,Email domain and local-part prefix,1,28,STG077363,SUPPORT,SUP004061,STG032656,MARKETING,MKT011354,True,0.8163,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7333,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001591,PCL010100
DCL001592,DCL008229,10,4,B04,Email domain and local-part prefix,1,40,STG001592,CRM,CRM001592,STG031848,MARKETING,MKT010546,True,0.7636,False,0.0,True,0.7879,False,0.0,False,0.0,False,0.0,0.7733,0.5,,email | name,email | name,2,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001592,PCL008187
DCL001592,DCL008839,10,4,B04,Email domain and local-part prefix,1,40,STG022244,MARKETING,MKT000942,STG077176,SUPPORT,SUP003874,True,0.8333,False,0.0,True,0.75,False,0.0,False,0.0,False,0.0,0.8,0.5,,email | name,email | name,2,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001592,PCL008721
DCL001592,DCL009367,10,2,B04,Email domain and local-part prefix,1,20,STG022244,MARKETING,MKT000942,STG028652,MARKETING,MKT007350,True,0.807,False,0.0,True,0.6897,False,0.0,True,0.6,False,0.0,0.7334,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001592,PCL009184
DCL001593,DCL008019,4,4,B04,Email domain and local-part prefix,1,16,STG023470,MARKETING,MKT002168,STG031299,MARKETING,MKT009997,True,0.92,False,0.0,True,0.8333,False,0.0,True,0.1667,False,0.0,0.7656,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001593,PCL007999
DCL001594,DCL008833,10,4,B04,Email domain and local-part prefix,1,40,STG032232,MARKETING,MKT010930,STG015909,ECOMMERCE,TXN007909,True,0.8,False,0.0,True,0.6087,False,0.0,True,0.6667,False,0.0,0.714,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001594,PCL008717
DCL001596,DCL008574,5,6,B04,Email domain and local-part prefix,1,30,STG017427,ECOMMERCE,TXN009427,STG074154,SUPPORT,SUP000852,True,0.8085,False,0.0,True,0.64,False,0.0,False,0.0,False,0.0,0.7411,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001596,PCL008496
DCL001598,DCL009612,9,3,B04,Email domain and local-part prefix,1,27,STG026237,MARKETING,MKT004935,STG074771,SUPPORT,SUP001469,True,0.7826,False,0.0,True,0.5833,False,0.0,False,0.0,False,0.0,0.7029,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001598,PCL009402
DCL001600,DCL007814,3,7,B04,Email domain and local-part prefix,1,21,STG015455,ECOMMERCE,TXN007455,STG077407,SUPPORT,SUP004105,True,0.7727,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7071,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001600,PCL007811
DCL001600,DCL008696,3,3,B04,Email domain and local-part prefix,1,9,STG015455,ECOMMERCE,TXN007455,STG022111,MARKETING,MKT000809,True,0.8095,False,0.0,True,0.6667,False,0.0,True,0.5,False,0.0,0.7103,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001600,PCL008598
DCL001600,DCL010021,3,4,B04,Email domain and local-part prefix,1,12,STG015455,ECOMMERCE,TXN007455,STG027259,MARKETING,MKT005957,True,0.8,False,0.0,True,0.6667,False,0.0,True,0.5,False,0.0,0.7056,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001600,PCL009736
DCL001602,DCL008970,5,5,B04,Email domain and local-part prefix,1,25,STG033128,MARKETING,MKT011826,STG074743,SUPPORT,SUP001441,True,0.7917,False,0.0,True,0.6154,False,0.0,False,0.0,False,0.0,0.7212,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001602,PCL008837
DCL001605,DCL008743,9,6,B04,Email domain and local-part prefix,1,54,STG026942,MARKETING,MKT005640,STG078140,SUPPORT,SUP004838,True,0.8444,False,0.0,True,0.6957,False,0.0,False,0.0,False,0.0,0.7849,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001605,PCL008639
DCL001608,DCL008150,4,8,B04,Email domain and local-part prefix,1,32,STG030602,MARKETING,MKT009300,STG074755,SUPPORT,SUP001453,True,0.7826,False,0.0,True,0.5833,False,0.0,False,0.0,False,0.0,0.7029,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001608,PCL008113
DCL001610,DCL008065,3,7,B04,Email domain and local-part prefix,1,21,STG032972,MARKETING,MKT011670,STG077256,SUPPORT,SUP003954,True,0.8333,False,0.0,True,0.6923,False,0.0,False,0.0,False,0.0,0.7769,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001610,PCL001161
DCL001610,DCL009257,3,5,B04,Email domain and local-part prefix,1,15,STG032972,MARKETING,MKT011670,STG076266,SUPPORT,SUP002964,True,0.7917,False,0.0,True,0.6154,False,0.0,False,0.0,False,0.0,0.7212,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001610,PCL009092
DCL001612,DCL008070,5,4,B02,Surname initial and postcode outward code,1,20,STG021775,MARKETING,MKT000473,STG076556,SUPPORT,SUP003254,True,0.85,False,0.0,True,0.7273,False,0.0,False,0.0,False,0.0,0.8009,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001612,PCL008041
DCL001614,DCL010563,11,1,B04,Email domain and local-part prefix,1,11,STG033200,MARKETING,MKT011898,STG074312,SUPPORT,SUP001010,True,0.7826,False,0.0,True,0.5833,False,0.0,False,0.0,False,0.0,0.7029,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001614,PCL010180
DCL001616,DCL008532,6,7,B04,Email domain and local-part prefix,1,42,STG024836,MARKETING,MKT003534,STG077192,SUPPORT,SUP003890,True,0.7925,False,0.0,True,0.6875,False,0.0,False,0.0,False,0.0,0.7505,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001616,PCL008458
DCL001616,DCL009417,6,3,B04,Email domain and local-part prefix,1,18,STG016623,ECOMMERCE,TXN008623,STG033058,MARKETING,MKT011756,True,0.8772,False,0.0,True,0.7742,False,0.0,True,0.3333,False,0.0,0.7522,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001616,PCL009227
DCL001618,DCL009118,8,7,B04,Email domain and local-part prefix,1,56,STG028313,MARKETING,MKT007011,STG074969,SUPPORT,SUP001667,True,0.8571,False,0.0,True,0.7407,False,0.0,False,0.0,False,0.0,0.8106,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL001618,PCL002738
